OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,OrderLineItem,OrderQuantity
09/08/2022,02/20/2022,236,210,970,1,1
01/30/2022,04/20/2022,237,163,392,1,1
04/21/2022,08/07/2022,238,193,497,1,1
09/02/2022,12/20/2022,239,165,311,1,1
06/03/2022,06/14/2022,240,210,339,1,1
11/03/2022,05/26/2022,241,138,1842,1,1
10/18/2022,09/27/2022,242,152,472,1,1
04/08/2022,11/30/2022,243,168,78,1,1
10/01/2022,10/29/2022,244,113,1644,1,1
09/01/2022,08/30/2022,245,184,537,1,1
03/18/2022,04/05/2022,246,140,748,1,1
01/20/2022,04/09/2022,247,165,716,1,1
03/24/2022,05/21/2022,248,126,1705,1,1
02/13/2022,09/19/2022,249,203,1634,1,1
11/11/2022,09/10/2022,250,175,2000,1,1
04/06/2022,07/23/2022,251,105,1813,1,1
01/14/2022,09/23/2022,252,137,374,1,1
12/21/2022,05/15/2022,253,116,417,1,1
06/10/2022,08/02/2022,254,195,440,1,1
05/06/2022,01/04/2022,255,183,762,1,1
11/03/2022,11/29/2022,256,206,856,1,1
08/16/2022,11/14/2022,257,207,1468,1,1
12/09/2022,05/05/2022,258,190,1750,1,1
12/27/2022,03/19/2022,259,185,446,1,1
07/01/2022,03/22/2022,260,151,1204,1,1
01/12/2022,10/10/2022,261,173,1791,1,1
08/15/2022,10/25/2022,262,142,1568,1,1
02/02/2022,12/24/2022,263,128,1884,1,1
06/02/2022,06/28/2022,264,123,204,1,1
02/06/2022,09/16/2022,265,180,256,1,1
11/10/2022,09/11/2022,266,178,1617,1,1
03/17/2022,05/20/2022,267,179,703,1,1
11/21/2022,11/02/2022,268,137,1407,1,1
08/08/2022,01/10/2022,269,210,952,1,1
03/19/2022,04/19/2022,270,189,520,1,1
01/12/2022,03/04/2022,271,113,248,1,1
03/15/2022,06/29/2022,272,181,510,1,1
12/30/2022,05/25/2022,273,185,513,1,1
01/03/2022,02/07/2022,274,164,665,1,1
04/05/2022,04/24/2022,275,159,441,1,1
02/18/2022,06/26/2022,276,150,824,1,1
11/05/2022,07/18/2022,277,153,349,1,1
11/23/2022,12/16/2022,278,205,962,1,1
04/29/2022,04/15/2022,279,123,1995,1,1
03/25/2022,08/19/2022,280,147,1795,1,1
10/03/2022,11/26/2022,281,162,921,1,1
03/20/2022,08/19/2022,282,176,995,1,1
10/06/2022,09/23/2022,283,123,666,1,1
11/25/2022,10/12/2022,284,160,1377,1,1
07/08/2022,09/26/2022,285,141,602,1,1
05/03/2022,05/25/2022,286,102,262,1,1
03/23/2022,05/29/2022,287,169,1469,1,1
02/19/2022,01/11/2022,288,205,1548,1,1
01/29/2022,12/01/2022,289,162,1721,1,1
01/20/2022,06/05/2022,290,175,1198,1,1
06/04/2022,01/26/2022,291,150,1006,1,1
08/02/2022,05/15/2022,292,160,831,1,1
04/18/2022,10/10/2022,293,125,1987,1,1
11/27/2022,11/13/2022,294,120,1178,1,1
03/25/2022,09/22/2022,295,209,1163,1,1
06/28/2022,06/26/2022,296,116,652,1,1
06/17/2022,08/07/2022,297,166,1630,1,1
01/22/2022,02/01/2022,298,118,626,1,1
11/01/2022,03/07/2022,299,127,1358,1,1
05/13/2022,12/14/2022,300,193,1856,1,1
07/28/2022,12/22/2022,301,151,1175,1,1
12/19/2022,07/17/2022,302,176,609,1,1
03/02/2022,03/26/2022,303,201,1705,1,1
02/21/2022,10/28/2022,304,122,574,1,1
06/15/2022,03/02/2022,305,201,795,1,1
03/01/2022,11/25/2022,306,170,1071,1,1
07/05/2022,09/02/2022,307,161,1934,1,1
02/21/2022,11/22/2022,308,175,355,1,1
06/30/2022,04/24/2022,309,133,377,1,1
08/11/2022,01/18/2022,310,195,1341,1,1
07/06/2022,06/17/2022,311,155,862,1,1
06/10/2022,08/01/2022,312,118,1522,1,1
05/08/2022,02/02/2022,313,142,116,1,1
09/17/2022,09/12/2022,314,188,1519,1,1
01/29/2022,07/15/2022,315,187,1621,1,1
04/05/2022,03/25/2022,316,167,725,1,1
01/02/2022,02/27/2022,317,130,872,1,1
04/16/2022,03/04/2022,318,187,705,1,1
10/21/2022,08/04/2022,319,137,1787,1,1
12/31/2022,01/22/2022,320,131,322,1,1
08/26/2022,04/14/2022,321,201,1420,1,1
02/06/2022,09/05/2022,322,139,600,1,1
03/08/2022,03/17/2022,323,178,1868,1,1
04/08/2022,08/14/2022,324,118,706,1,1
01/29/2022,10/18/2022,325,125,1960,1,1
04/02/2022,03/13/2022,326,162,1361,1,1
04/18/2022,09/19/2022,327,111,884,1,1
07/12/2022,11/05/2022,328,198,997,1,1
04/19/2022,10/06/2022,329,173,1390,1,1
12/03/2022,02/22/2022,330,156,1639,1,1
10/18/2022,02/24/2022,331,148,1936,1,1
09/24/2022,05/26/2022,332,197,572,1,1
01/21/2022,03/02/2022,333,100,1226,1,1
08/20/2022,11/21/2022,334,167,1068,1,1
07/18/2022,07/09/2022,335,157,814,1,1
09/30/2022,06/06/2022,336,155,407,1,1
06/10/2022,11/17/2022,337,204,467,1,1
12/29/2022,01/04/2022,338,211,365,1,1
01/05/2022,03/04/2022,339,192,731,1,1
02/26/2022,09/09/2022,340,163,1779,1,1
10/14/2022,11/13/2022,341,147,1611,1,1
01/01/2022,07/21/2022,342,106,1271,1,1
11/08/2022,11/11/2022,343,106,852,1,1
12/31/2022,06/12/2022,344,198,193,1,1
10/03/2022,01/26/2022,345,192,1061,1,1
11/05/2022,03/24/2022,346,157,123,1,1
10/31/2022,02/12/2022,347,168,1725,1,1
05/26/2022,10/18/2022,348,182,1888,1,1
04/07/2022,05/12/2022,349,189,1594,1,1
03/20/2022,10/07/2022,350,144,122,1,1
11/13/2022,07/29/2022,351,163,1702,1,1
03/20/2022,11/10/2022,352,131,604,1,1
07/30/2022,05/18/2022,353,153,1573,1,1
06/12/2022,01/12/2022,354,174,792,1,1
03/10/2022,01/29/2022,355,125,1736,1,1
04/26/2022,09/12/2022,356,138,58,1,1
11/24/2022,05/20/2022,357,122,1857,1,1
01/29/2022,08/27/2022,358,163,549,1,1
11/09/2022,08/04/2022,359,145,1602,1,1
11/11/2022,08/30/2022,360,180,16,1,1
02/10/2022,08/20/2022,361,102,300,1,1
07/10/2022,08/01/2022,362,132,1277,1,1
04/21/2022,10/09/2022,363,140,983,1,1
08/06/2022,11/14/2022,364,208,1699,1,1
11/19/2022,06/27/2022,365,203,867,1,1
03/04/2022,01/09/2022,366,190,29,1,1
08/09/2022,01/14/2022,367,112,1544,1,1
07/06/2022,07/14/2022,368,115,1734,1,1
07/28/2022,05/14/2022,369,174,1826,1,1
06/09/2022,09/26/2022,370,192,1269,1,1
09/08/2022,10/28/2022,371,147,511,1,1
09/08/2022,11/17/2022,372,109,1022,1,1
02/03/2022,12/11/2022,373,185,1350,1,1
10/17/2022,10/18/2022,374,185,1208,1,1
01/28/2022,07/31/2022,375,159,729,1,1
11/18/2022,07/19/2022,376,129,1849,1,1
09/26/2022,02/18/2022,377,186,1471,1,1
03/08/2022,12/30/2022,378,123,1578,1,1
05/01/2022,07/31/2022,379,159,820,1,1
06/18/2022,09/29/2022,380,105,1394,1,1
07/31/2022,11/10/2022,381,100,1545,1,1
06/30/2022,04/14/2022,382,166,71,1,1
01/24/2022,09/09/2022,383,194,1268,1,1
03/23/2022,03/07/2022,384,129,1321,1,1
08/11/2022,12/31/2022,385,141,1468,1,1
05/24/2022,01/29/2022,386,167,158,1,1
04/22/2022,02/08/2022,387,206,1993,1,1
01/25/2022,07/05/2022,388,209,491,1,1
10/19/2022,07/31/2022,389,175,114,1,1
11/28/2022,07/22/2022,390,193,1655,1,1
04/17/2022,08/08/2022,391,100,1207,1,1
11/06/2022,06/14/2022,392,193,1111,1,1
03/12/2022,01/29/2022,393,159,537,1,1
04/27/2022,04/13/2022,394,160,1228,1,1
06/04/2022,11/21/2022,395,105,1349,1,1
07/09/2022,07/01/2022,396,150,58,1,1
10/26/2022,12/10/2022,397,170,1871,1,1
12/01/2022,12/15/2022,398,147,1648,1,1
02/15/2022,06/01/2022,399,184,1819,1,1
04/19/2022,01/25/2022,400,147,1368,1,1
09/02/2022,12/16/2022,401,135,1718,1,1
08/18/2022,03/26/2022,402,203,1894,1,1
07/03/2022,03/07/2022,403,118,636,1,1
01/09/2022,11/11/2022,404,129,806,1,1
06/09/2022,08/10/2022,405,205,1350,1,1
08/07/2022,03/23/2022,406,184,1175,1,1
05/26/2022,03/04/2022,407,182,362,1,1
04/04/2022,12/26/2022,408,132,475,1,1
08/10/2022,10/27/2022,409,109,1182,1,1
07/03/2022,12/31/2022,410,145,1208,1,1
07/09/2022,02/01/2022,411,192,1886,1,1
02/19/2022,10/15/2022,412,181,183,1,1
07/04/2022,06/24/2022,413,118,1847,1,1
10/20/2022,07/05/2022,414,200,1008,1,1
04/23/2022,02/01/2022,415,156,1410,1,1
02/12/2022,11/24/2022,416,122,428,1,1
01/17/2022,06/26/2022,417,123,202,1,1
11/05/2022,02/11/2022,418,154,1629,1,1
04/19/2022,04/17/2022,419,115,766,1,1
04/28/2022,08/01/2022,420,197,1331,1,1
11/18/2022,06/22/2022,421,200,188,1,1
04/07/2022,07/30/2022,422,146,76,1,1
07/28/2022,02/07/2022,423,155,1165,1,1
10/06/2022,04/08/2022,424,113,223,1,1
03/14/2022,01/10/2022,425,184,566,1,1
07/17/2022,05/25/2022,426,181,1782,1,1
05/10/2022,12/27/2022,427,168,50,1,1
05/29/2022,05/27/2022,428,179,1405,1,1
08/01/2022,02/02/2022,429,201,1557,1,1
10/06/2022,03/14/2022,430,193,1752,1,1
02/26/2022,11/16/2022,431,158,1293,1,1
06/22/2022,02/09/2022,432,120,1753,1,1
11/27/2022,08/20/2022,433,197,380,1,1
11/20/2022,07/14/2022,434,211,1695,1,1
02/08/2022,07/13/2022,435,190,1071,1,1
10/26/2022,07/09/2022,436,197,551,1,1
12/16/2022,04/30/2022,437,201,1312,1,1
03/16/2022,04/13/2022,438,171,1891,1,1
04/25/2022,02/04/2022,439,138,1139,1,1
01/01/2022,12/13/2022,440,194,374,1,1
06/09/2022,08/26/2022,441,180,1396,1,1
05/10/2022,01/26/2022,442,154,1652,1,1
02/19/2022,02/09/2022,443,195,1579,1,1
12/06/2022,11/14/2022,444,162,1503,1,1
12/05/2022,10/08/2022,445,121,519,1,1
06/23/2022,07/20/2022,446,141,1270,1,1
11/05/2022,01/27/2022,447,205,1396,1,1
01/08/2022,11/29/2022,448,162,213,1,1
09/17/2022,04/02/2022,449,162,707,1,1
09/01/2022,07/13/2022,450,131,1109,1,1
04/13/2022,11/03/2022,451,101,238,1,1
07/30/2022,03/08/2022,452,119,183,1,1
03/30/2022,05/15/2022,453,200,1489,1,1
05/23/2022,06/27/2022,454,116,1310,1,1
10/13/2022,11/05/2022,455,137,738,1,1
12/06/2022,05/23/2022,456,205,1762,1,1
11/26/2022,02/18/2022,457,150,1571,1,1
03/24/2022,02/08/2022,458,136,1484,1,1
07/04/2022,09/16/2022,459,199,473,1,1
02/03/2022,10/16/2022,460,134,1738,1,1
12/27/2022,01/19/2022,461,100,1180,1,1
09/15/2022,07/25/2022,462,125,1475,1,1
07/31/2022,06/12/2022,463,145,1646,1,1
05/11/2022,12/01/2022,464,107,985,1,1
07/04/2022,10/30/2022,465,194,1753,1,1
10/29/2022,06/02/2022,466,177,1146,1,1
03/29/2022,06/23/2022,467,162,1923,1,1
08/05/2022,02/10/2022,468,177,262,1,1
11/30/2022,01/06/2022,469,159,1429,1,1
06/06/2022,04/23/2022,470,210,246,1,1
08/26/2022,11/14/2022,471,210,1847,1,1
07/28/2022,04/05/2022,472,198,366,1,1
11/08/2022,12/01/2022,473,192,1588,1,1
07/02/2022,08/31/2022,474,109,1054,1,1
08/24/2022,09/07/2022,475,204,515,1,1
12/14/2022,08/24/2022,476,144,862,1,1
07/13/2022,09/10/2022,477,198,956,1,1
05/04/2022,01/29/2022,478,141,1046,1,1
06/07/2022,10/13/2022,479,158,1177,1,1
10/05/2022,07/28/2022,480,151,859,1,1
08/03/2022,07/26/2022,481,159,1163,1,1
01/23/2022,12/17/2022,482,203,1572,1,1
08/25/2022,10/07/2022,483,167,96,1,1
04/05/2022,04/19/2022,484,181,1624,1,1
08/02/2022,06/23/2022,485,147,279,1,1
05/22/2022,08/30/2022,486,160,1681,1,1
09/29/2022,10/09/2022,487,118,1792,1,1
04/21/2022,03/07/2022,488,121,980,1,1
07/15/2022,03/24/2022,489,159,313,1,1
10/23/2022,08/20/2022,490,186,65,1,1
02/07/2022,01/22/2022,491,170,593,1,1
10/04/2022,09/18/2022,492,109,1679,1,1
02/05/2022,05/25/2022,493,124,1787,1,1
12/12/2022,04/03/2022,494,167,691,1,1
11/08/2022,06/08/2022,495,133,447,1,1
12/19/2022,06/06/2022,496,108,1098,1,1
10/13/2022,03/25/2022,497,168,1804,1,1
04/30/2022,05/16/2022,498,124,581,1,1
11/13/2022,05/12/2022,499,187,1735,1,1
10/16/2022,11/10/2022,500,211,1294,1,1
06/09/2022,12/19/2022,501,207,855,1,1
07/16/2022,09/03/2022,502,118,1772,1,1
05/17/2022,02/21/2022,503,151,1301,1,1
09/04/2022,10/06/2022,504,156,320,1,1
06/01/2022,08/31/2022,505,203,1504,1,1
01/23/2022,01/03/2022,506,141,360,1,1
07/25/2022,06/29/2022,507,110,1418,1,1
10/10/2022,01/30/2022,508,123,857,1,1
03/04/2022,03/03/2022,509,169,97,1,1
07/16/2022,01/11/2022,510,180,921,1,1
03/17/2022,06/20/2022,511,176,1779,1,1
09/19/2022,10/09/2022,512,107,36,1,1
12/17/2022,09/10/2022,513,183,313,1,1
01/19/2022,11/17/2022,514,121,1983,1,1
05/03/2022,06/13/2022,515,119,1612,1,1
11/02/2022,04/11/2022,516,198,1500,1,1
05/17/2022,10/05/2022,517,104,500,1,1
12/02/2022,08/14/2022,518,199,1378,1,1
01/14/2022,09/27/2022,519,151,1298,1,1
02/17/2022,05/15/2022,520,108,413,1,1
09/29/2022,08/29/2022,521,180,495,1,1
12/06/2022,03/10/2022,522,190,268,1,1
05/11/2022,08/14/2022,523,208,576,1,1
12/10/2022,05/30/2022,524,182,13,1,1
09/03/2022,01/19/2022,525,191,529,1,1
01/08/2022,07/17/2022,526,106,1645,1,1
12/23/2022,04/04/2022,527,192,1287,1,1
06/19/2022,11/01/2022,528,194,1423,1,1
08/06/2022,02/28/2022,529,207,103,1,1
05/04/2022,03/11/2022,530,100,727,1,1
06/23/2022,04/16/2022,531,188,205,1,1
12/23/2022,05/07/2022,532,111,1983,1,1
10/13/2022,11/14/2022,533,178,1412,1,1
08/24/2022,01/17/2022,534,143,1794,1,1
03/23/2022,06/08/2022,535,179,1205,1,1
06/24/2022,02/09/2022,536,140,824,1,1
10/04/2022,05/21/2022,537,129,1102,1,1
07/14/2022,12/16/2022,538,124,1463,1,1
04/27/2022,07/10/2022,539,209,214,1,1
02/10/2022,12/20/2022,540,112,778,1,1
11/03/2022,08/08/2022,541,150,1993,1,1
10/05/2022,07/12/2022,542,135,635,1,1
10/14/2022,01/09/2022,543,137,458,1,1
01/20/2022,03/17/2022,544,182,996,1,1
03/31/2022,08/01/2022,545,166,747,1,1
09/02/2022,03/18/2022,546,206,130,1,1
03/28/2022,08/22/2022,547,167,625,1,1
10/07/2022,11/05/2022,548,138,399,1,1
02/23/2022,11/26/2022,549,116,1207,1,1
08/20/2022,03/09/2022,550,173,1716,1,1
02/10/2022,07/22/2022,551,171,458,1,1
11/26/2022,04/28/2022,552,144,1112,1,1
12/17/2022,05/01/2022,553,174,1678,1,1
12/08/2022,02/25/2022,554,102,1038,1,1
08/28/2022,12/16/2022,555,128,1015,1,1
07/01/2022,04/05/2022,556,134,511,1,1
12/25/2022,08/23/2022,557,121,1814,1,1
11/01/2022,04/25/2022,558,194,75,1,1
07/03/2022,07/07/2022,559,194,963,1,1
01/24/2022,05/26/2022,560,188,438,1,1
11/15/2022,06/25/2022,561,152,1282,1,1
07/30/2022,04/11/2022,562,115,1111,1,1
10/25/2022,05/19/2022,563,119,925,1,1
04/18/2022,10/04/2022,564,105,868,1,1
05/23/2022,09/03/2022,565,199,711,1,1
04/15/2022,04/26/2022,566,160,1256,1,1
04/19/2022,11/27/2022,567,101,1039,1,1
